colorway,bottomview,lateralfrontright,brand_name,angledfront,shoe_name,angledheel
"iced jade, circuit orange-sail",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801340_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801340_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801340_3.jpg,"nike sb zoom dunk high prem ""what the""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801340_4.jpg
olive branch-puma silver,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800561_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800561_1.jpg,puma,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800561_3.jpg,"Bow Slide Wns ""Fenty""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800561_4.jpg
"university gold, black-white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800879_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800879_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800879_3.jpg,"air presto qs ""safari pack""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800879_4.jpg
"white, cblack, red",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800502_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800502_1.jpg,adidas,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800502_3.jpg,"yeezy boost 350 v2 ""zebra""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800502_4.jpg
"white, university red",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800575_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800575_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800575_3.jpg,air max 1 ultra 2.0 le,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800575_4.jpg
"white ,  white black",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800874_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800874_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800874_3.jpg,air shake ndestrukt,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800874_4.jpg
"varsity red, white-black",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800962_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800962_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800962_3.jpg,air foamposite one,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800962_4.jpg
"white, white-lt base grey",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/8/081217_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/8/081217_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/8/081217_3.jpg,dunk high pro sb,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/8/081217_4.jpg
"white, cement grey-infrared-black",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/5/052640_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/5/052640_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/5/052640_3.jpg,"air max 90 og ""infrared""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/5/052640_4.jpg
"flt gold star,  classic brown",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743030-nike-dunk-high-premium-sb-chicken-and-waffles-flt-gold-star-classic-brown-081321_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743030-nike-dunk-high-premium-sb-chicken-and-waffles-flt-gold-star-classic-brown-081321_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743030-nike-dunk-high-premium-sb-chicken-and-waffles-flt-gold-star-classic-brown-081321_3.jpg,"dunk high premium sb ""chicken and waffles""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743030-nike-dunk-high-premium-sb-chicken-and-waffles-flt-gold-star-classic-brown-081321_4.jpg
"varsity red, vrsty red-vrsty rd",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/n/i/nike-air-huarache-triple-red-varsity-red-vrsty-red-vrsty-rd-052769_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/n/i/nike-air-huarache-triple-red-varsity-red-vrsty-red-vrsty-rd-052769_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/n/i/nike-air-huarache-triple-red-varsity-red-vrsty-red-vrsty-rd-052769_3.jpg,"air huarache ""triple red""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/n/i/nike-air-huarache-triple-red-varsity-red-vrsty-red-vrsty-rd-052769_4.jpg
"black, black-white-laser orange",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801275_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801275_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801275_3.jpg,"nike dunk high pro sb ""momofuku""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801275_4.jpg
"metallic gold, white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800677_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800677_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800677_3.jpg,"air more uptempo ""supreme""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800677_4.jpg
"varsity red, white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800842_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800842_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800842_3.jpg,"air more uptempo ""Supreme""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800842_4.jpg
"black, black-black-black",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800192_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800192-1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800192_3.jpg,"sf af1 ""special field""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800192_4.jpg
"black, max orange-anthracite",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800183_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800183_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800183_3.jpg,"air jordan 12 low retro ""max orange""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800183_4.jpg
"ivory, ivory, white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801378_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801378_1.jpg,nike,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801378_3.jpg,"sf af1 mid ""triple ivory""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801378_4.jpg
"grey, green",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600365883-asics-gel-lyte-3-super-green-grey-green-992195_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600365883-asics-gel-lyte-3-super-green-grey-green-992195_1.jpg,asics,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600365883-asics-gel-lyte-3-super-green-grey-green-992195_3.jpg,"gel-lyte 3 ""super green""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600365883-asics-gel-lyte-3-super-green-grey-green-992195_4.jpg
"black, black-gym red-white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742969-air-jordan-1-high-the-return-bred-black-black-gym-red-white-012340_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742969-air-jordan-1-high-the-return-bred-black-black-gym-red-white-012340_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742969-air-jordan-1-high-the-return-bred-black-black-gym-red-white-012340_3.jpg,"air jordan 1 high the return ""bred""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611742969-air-jordan-1-high-the-return-bred-black-black-gym-red-white-012340_4.jpg
"black, gym red-white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743033-air-jordan-9-retro-low-bred-black-gym-red-white-012418_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743033-air-jordan-9-retro-low-bred-black-gym-red-white-012418_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743033-air-jordan-9-retro-low-bred-black-gym-red-white-012418_3.jpg,"air jordan 9 retro low ""bred""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743033-air-jordan-9-retro-low-bred-black-gym-red-white-012418_4.jpg
"bright mango, hasta-ghost green",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63597980624-air-jordan-9-retro-low-bright-mango-hasta-ghost-green-012430_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63597980624-air-jordan-9-retro-low-bright-mango-hasta-ghost-green-012430_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63597980624-air-jordan-9-retro-low-bright-mango-hasta-ghost-green-012430_3.jpg,air jordan 9 retro low,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63597980624-air-jordan-9-retro-low-bright-mango-hasta-ghost-green-012430_4.jpg
"lt orewood brn, varsity red",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800196_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800196_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800196_3.jpg,"air jordan 12 retro cny gg (gs) ""chinese new year""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800196_4.jpg
"white, concord-blue lagoon-blk",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600407832-air-jordan-retro-10-charlotte-white-concord-blue-lagoon-blk-012451_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600407832-air-jordan-retro-10-charlotte-white-concord-blue-lagoon-blk-012451_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600407832-air-jordan-retro-10-charlotte-white-concord-blue-lagoon-blk-012451_3.jpg,"air jordan retro 10 ""charlotte""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600407832-air-jordan-retro-10-charlotte-white-concord-blue-lagoon-blk-012451_4.jpg
"white, tour yellow-concord",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012581_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012581_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012581_3.jpg,"air jordan 9 retro ""kobe bryant pe""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012581_4.jpg
"white, white-pure platinum",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800923_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800923_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800923_3.jpg,"air jordan 11 ret low pr hc gg (gs) ""heiress""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800923_4.jpg
"unvrsty bl, unvrsty bl-white-bl",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600498073-air-jordan-9-retro-low-unvrsty-bl-unvrsty-bl-white-bl-012455_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600498073-air-jordan-9-retro-low-unvrsty-bl-unvrsty-bl-white-bl-012455_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600498073-air-jordan-9-retro-low-unvrsty-bl-unvrsty-bl-white-bl-012455_3.jpg,air jordan 9 retro low,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63600498073-air-jordan-9-retro-low-unvrsty-bl-unvrsty-bl-white-bl-012455_4.jpg
"white, game royal-black",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800491_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800491_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800491_3.jpg,"air jordan 4 retro bg (gs) ""motor sport""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800491_4.jpg
"brave blue, metallic silver",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800618_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800618_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800618_3.jpg,"Air Jordan 13 Low ""Brave Blue""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800618_4.jpg
"white, new emerald-grp ice-blk",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/011744_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/011744_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/011744_3.jpg,"air jordan 5 retro ""grape 2013 release""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/011744_4.jpg
"black, varsity red-white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/011663_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/011663_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/011663_3.jpg,"air jordan 11 retro ""2012 release""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/011663_4.jpg
"white, black-white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012578_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012578_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012578_3.jpg,"air jordan 1 retro high og bg (gs) ""ying yang pack""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012578_4.jpg
"white, varsity red",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800812_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800812_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800812_3.jpg,"air jordan 1 retro high og ""2017  release""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800812_4.jpg
"off white, new maroon",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012336_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012336_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012336_3.jpg,"air jordan 6 retro ""maroon""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/0/1/012336_4.jpg
"black, gamma blue-varsity maize",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/a/i/air-jordan-11-retro-gamma-blue-black-gamma-blue-varsity-maize-011834_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/a/i/air-jordan-11-retro-gamma-blue-black-gamma-blue-varsity-maize-011834_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/a/i/air-jordan-11-retro-gamma-blue-black-gamma-blue-varsity-maize-011834_3.jpg,"air jordan 11 retro ""gamma blue""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/a/i/air-jordan-11-retro-gamma-blue-black-gamma-blue-varsity-maize-011834_4.jpg
"black, varsity red-white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800433_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800433_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800433_3.jpg,"air jordan 12 retro low ""playoff""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800433_4.jpg
"black, black-anthracite",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800259_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800259_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800259_3.jpg,"air jordan 13 retro bg  (gs) ""black cat""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800259_4.jpg
"wolf grey, armory navy",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800554_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800554_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800554_3.jpg,air jordan 12 retro low,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800554_4.jpg
"university blue, white-white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800659_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800659_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800659_3.jpg,"air jordan 7 retro ""Pantone""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800659_4.jpg
"black, varsity red-white",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743093-air-jordan-1-retro-high-og-banned-2016-release-black-varsity-red-white-012496_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743093-air-jordan-1-retro-high-og-banned-2016-release-black-varsity-red-white-012496_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743093-air-jordan-1-retro-high-og-banned-2016-release-black-varsity-red-white-012496_3.jpg,"air jordan 1 retro high og ""banned 2016 release""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/6/3/63611743093-air-jordan-1-retro-high-og-banned-2016-release-black-varsity-red-white-012496_4.jpg
"black, black-metallic silver",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800395_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800395_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800395_3.jpg,"air jordan 1 retro high og as bg (gs) ""all-star chameleon""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800395_4.jpg
"white, border blue-light sand",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801093_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801093_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801093_3.jpg,"air jordan 4 retro gg (gs) ""Linen""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/801093_4.jpg
"white, black-varsity red",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800225_2.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800225_1.jpg,air jordan,https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800225_3.jpg,"air jordan 12 retro cny ""chinese new year""",https://www.flightclub.com/media/catalog/product/cache/1/image/800x570/9df78eab33525d08d6e5fb8d27136e95/8/0/800225_4.jpg
